"food_nutrient_id","adjusted_amount","lab_method_id","nutrient_name"
"2235405","","1004","Ash"
"2235406","","1099","Total lipid (fat)"
"2235407","","1027","Water"
"2235408","","1001","Nitrogen"
"2235409","","1024","Sucrose"
"2235410","","1024","Fructose"
"2235411","","1030","Galactose"
"2235412","","1024","Glucose (dextrose)"
"2235413","","1024","Lactose"
"2235414","","1024","Maltose"
"2235415","","1009","Calcium, Ca"
"2235416","","1009","Copper, Cu"
"2235417","","1009","Iron, Fe"
"2235418","","1009","Magnesium, Mg"
"2235419","","1009","Manganese, Mn"
"2235420","","1009","Phosphorus, P"
"2235421","","1009","Potassium, K"
"2235422","","1009","Sodium, Na"
"2235423","","1009","Zinc, Zn"
"2235424","","1004","Ash"
"2235425","","1099","Total lipid (fat)"
"2235426","","1027","Water"
"2235427","","1001","Nitrogen"
"2235428","","1042","24:0"
"2235429","","1042","20:5 n-3 (EPA)"
"2235430","","1042","24:1 c"
"2235431","","1042","22:4"
"2235432","","1042","22:5 n-3 (DPA)"
"2235433","","1042","22:6 n-3 (DHA)"
"2235434","","1042","4:0"
"2235435","","1042","6:0"
"2235436","","1042","8:0"
"2235437","","1042","10:0"
"2235438","","1042","11:0"
"2235439","","1042","12:0"
"2235440","","1042","14:0"
"2235441","","1042","15:0"
"2235442","","1042","15:1"
"2235443","","1042","16:0"
"2235444","","1042","16:1 t"
"2235445","","1042","16:1 c"
"2235446","","1042","17:0"
"2235447","","1042","17:1"
"2235448","","1042","18:0"
"2235449","","1042","18:1 t"
"2235450","","1042","18:1 c"
"2235451","","1042","18:2 t not further defined"
"2235452","","1042","18:2 n-6 c,c"
"2235453","","1042","20:0"
"2235454","","1042","18:3 n-6 c,c,c"
"2235455","","1042","20:1"
"2235456","","1042","18:3 n-3 c,c,c (ALA)"
"2235457","","1042","18:2 CLAs"
"2235458","","1042","18:4"
"2235459","","1042","20:2 n-6 c,c"
"2235460","","1042","22:0"
"2235461","","1042","20:3 n-6"
"2235462","","1042","22:1 t"
"2235463","","1042","22:1 c"
"2235464","","1042","20:3 n-3"
"2235465","","1042","20:4 undifferentiated"
"2235466","","1042","22:2"
"2235467","","1004","Ash"
"2235468","","1099","Total lipid (fat)"
"2235469","","1027","Water"
"2235470","","1001","Nitrogen"
"2235471","","1009","Calcium, Ca"
"2235472","","1009","Copper, Cu"
"2235473","","1009","Iron, Fe"
"2235474","","1009","Magnesium, Mg"
"2235475","","1009","Manganese, Mn"
"2235476","","1009","Phosphorus, P"
"2235477","","1009","Potassium, K"
"2235478","","1009","Sodium, Na"
"2235479","","1009","Zinc, Zn"
"2235480","","1169","Selenium, Se"
"2235481","","1004","Ash"
"2235482","","1099","Total lipid (fat)"
"2235483","","1027","Water"
"2235484","","1001","Nitrogen"
"2235485","","1024","Sucrose"
"2235486","","1024","Fructose"
"2235487","","1030","Galactose"
"2235488","","1024","Glucose (dextrose)"
"2235489","","1024","Lactose"
"2235490","","1024","Maltose"
"2235491","","1045","Vitamin D3 (cholecalciferol)"
"2235492","","1045","Vitamin D2 (ergocalciferol)"
"2235493","","1045","Vitamin D"
"2235494","","1009","Calcium, Ca"
"2235495","","1009","Copper, Cu"
"2235496","","1009","Iron, Fe"
"2235497","","1009","Magnesium, Mg"
"2235498","","1009","Manganese, Mn"
"2235499","","1009","Phosphorus, P"
"2235500","","1009","Potassium, K"
"2235501","","1009","Sodium, Na"
"2235502","","1009","Zinc, Zn"
"2235503","","1004","Ash"
"2235504","","1099","Total lipid (fat)"
"2235505","","1027","Water"
"2235506","","1001","Nitrogen"
"2235507","","1024","Maltose"
"2235508","","1024","Sucrose"
"2235509","","1024","Fructose"
"2235510","","1030","Galactose"
"2235511","","1024","Glucose (dextrose)"
"2235512","","1024","Lactose"
"2235513","","1035","Riboflavin"
"2235514","","1039","Vitamin B-12"
"2235515","","1009","Calcium, Ca"
"2235516","","1009","Copper, Cu"
"2235517","","1009","Iron, Fe"
"2235518","","1009","Magnesium, Mg"
"2235519","","1009","Manganese, Mn"
"2235520","","1009","Phosphorus, P"
"2235521","","1009","Potassium, K"
"2235522","","1009","Sodium, Na"
"2235523","","1009","Zinc, Zn"
"2235524","","1042","4:0"
"2235525","","1042","6:0"
"2235526","","1042","8:0"
"2235527","","1042","10:0"
"2235528","","1042","11:0"
"2235529","","1042","12:0"
"2235530","","1042","14:0"
"2235531","","1042","15:0"
"2235532","","1042","15:1"
"2235533","","1042","16:0"
"2235534","","1042","16:1 t"
"2235535","","1042","16:1 c"
"2235536","","1042","17:0"
"2235537","","1042","17:1"
"2235538","","1042","18:0"
"2235539","","1042","18:1 t"
"2235540","","1042","18:1 c"
"2235541","","1042","18:2 t not further defined"
"2235542","","1042","18:2 n-6 c,c"
"2235543","","1042","20:0"
"2235544","","1042","18:3 n-6 c,c,c"
"2235545","","1042","20:1"
"2235546","","1042","18:3 n-3 c,c,c (ALA)"
"2235547","","1042","18:2 CLAs"
"2235548","","1042","18:4"
"2235549","","1042","20:2 n-6 c,c"
"2235550","","1042","22:0"
"2235551","","1042","20:3 n-6"
"2235552","","1042","22:1 t"
"2235553","","1042","22:1 c"
"2235554","","1042","20:3 n-3"
"2235555","","1042","20:4 undifferentiated"
"2235556","","1042","22:2"
"2235557","","1042","24:0"
"2235558","","1042","20:5 n-3 (EPA)"
"2235559","","1042","24:1 c"
"2235560","","1042","22:4"
"2235561","","1042","22:5 n-3 (DPA)"
"2235562","","1042","22:6 n-3 (DHA)"
"2235563","","1004","Ash"
"2235564","","1099","Total lipid (fat)"
"2235565","","1027","Water"
"2235566","","1001","Nitrogen"
"2235567","","1004","Ash"
"2235568","","1099","Total lipid (fat)"
"2235569","","1027","Water"
"2235570","","1001","Nitrogen"
"2235571","","1009","Calcium, Ca"
"2235572","","1009","Copper, Cu"
"2235573","","1009","Iron, Fe"
"2235574","","1009","Magnesium, Mg"
"2235575","","1009","Manganese, Mn"
"2235576","","1009","Phosphorus, P"
"2235577","","1009","Potassium, K"
"2235578","","1009","Sodium, Na"
"2235579","","1009","Zinc, Zn"
"2235580","","1009","Calcium, Ca"
"2235581","","1009","Copper, Cu"
"2235582","","1009","Iron, Fe"
"2235583","","1009","Magnesium, Mg"
"2235584","","1009","Manganese, Mn"
"2235585","","1009","Phosphorus, P"
"2235586","","1009","Potassium, K"
"2235587","","1009","Sodium, Na"
"2235588","","1009","Zinc, Zn"
"2235589","","1009","Calcium, Ca"
"2235590","","1009","Copper, Cu"
"2235591","","1009","Iron, Fe"
"2235592","","1009","Magnesium, Mg"
"2235593","","1009","Manganese, Mn"
"2235594","","1009","Phosphorus, P"
"2235595","","1009","Potassium, K"
"2235596","","1009","Sodium, Na"
"2235597","","1009","Zinc, Zn"
"2235598","","1009","Calcium, Ca"
"2235599","","1009","Copper, Cu"
"2235600","","1009","Iron, Fe"
"2235601","","1009","Magnesium, Mg"
"2235602","","1009","Manganese, Mn"
"2235603","","1009","Phosphorus, P"
"2235604","","1009","Potassium, K"
"2235605","","1009","Sodium, Na"
"2235606","","1009","Zinc, Zn"
"2235607","","1042","4:0"
"2235608","","1042","6:0"
"2235609","","1042","8:0"
"2235610","","1042","10:0"
"2235611","","1042","11:0"
"2235612","","1042","12:0"
"2235613","","1042","14:0"
"2235614","","1042","15:0"
"2235615","","1042","15:1"
"2235616","","1042","16:0"
"2235617","","1042","16:1 t"
"2235618","","1042","16:1 c"
"2235619","","1042","17:0"
"2235620","","1042","17:1"
"2235621","","1042","18:0"
"2235622","","1042","18:1 t"
"2235623","","1042","18:1 c"
"2235624","","1042","18:2 t not further defined"
"2235625","","1042","18:2 n-6 c,c"
"2235626","","1042","20:0"
"2235627","","1042","18:3 n-6 c,c,c"
"2235628","","1042","20:1"
"2235629","","1042","18:3 n-3 c,c,c (ALA)"
"2235630","","1042","18:2 CLAs"
"2235631","","1042","18:4"
"2235632","","1042","20:2 n-6 c,c"
"2235633","","1042","22:0"
"2235634","","1042","20:3 n-6"
"2235635","","1042","22:1 t"
"2235636","","1042","22:1 c"
"2235637","","1042","20:3 n-3"
"2235638","","1042","20:4 undifferentiated"
"2235639","","1042","22:2"
"2235640","","1042","24:0"
"2235641","","1042","20:5 n-3 (EPA)"
"2235642","","1042","24:1 c"
"2235643","","1042","22:4"
"2235644","","1042","22:5 n-3 (DPA)"
"2235645","","1042","22:6 n-3 (DHA)"
"2235646","","1004","Ash"
"2235647","","1099","Total lipid (fat)"
"2235648","","1027","Water"
"2235649","","1001","Nitrogen"
"2235650","","1009","Calcium, Ca"
"2235651","","1009","Copper, Cu"
"2235652","","1009","Iron, Fe"
"2235653","","1009","Magnesium, Mg"
"2235654","","1009","Manganese, Mn"
"2235655","","1009","Phosphorus, P"
"2235656","","1009","Potassium, K"
"2235657","","1009","Sodium, Na"
"2235658","","1009","Zinc, Zn"
"2235659","","1009","Calcium, Ca"
"2235660","","1009","Copper, Cu"
"2235661","","1009","Iron, Fe"
"2235662","","1009","Magnesium, Mg"
"2235663","","1009","Manganese, Mn"
"2235664","","1009","Phosphorus, P"
"2235665","","1009","Potassium, K"
"2235666","","1009","Sodium, Na"
"2235667","","1009","Zinc, Zn"
"2235668","","1009","Calcium, Ca"
"2235669","","1009","Copper, Cu"
"2235670","","1009","Iron, Fe"
"2235671","","1009","Magnesium, Mg"
"2235672","","1009","Manganese, Mn"
"2235673","","1009","Phosphorus, P"
"2235674","","1009","Potassium, K"
"2235675","","1009","Sodium, Na"
"2235676","","1009","Zinc, Zn"
"2235677","","1009","Calcium, Ca"
"2235678","","1009","Copper, Cu"
"2235679","","1009","Iron, Fe"
"2235680","","1009","Magnesium, Mg"
"2235681","","1009","Manganese, Mn"
"2235682","","1009","Phosphorus, P"
"2235683","","1009","Potassium, K"
"2235684","","1009","Sodium, Na"
"2235685","","1009","Zinc, Zn"
"2235686","","1009","Calcium, Ca"
"2235687","","1009","Copper, Cu"
"2235688","","1009","Iron, Fe"
"2235689","","1009","Magnesium, Mg"
"2235690","","1009","Manganese, Mn"
"2235691","","1009","Phosphorus, P"
"2235692","","1009","Potassium, K"
"2235693","","1009","Sodium, Na"
"2235694","","1009","Zinc, Zn"
"2235695","","1009","Calcium, Ca"
"2235696","","1009","Copper, Cu"
"2235697","","1009","Iron, Fe"
"2235698","","1009","Magnesium, Mg"
"2235699","","1009","Manganese, Mn"
"2235700","","1009","Phosphorus, P"
"2235701","","1009","Potassium, K"
"2235702","","1009","Sodium, Na"
"2235703","","1009","Zinc, Zn"
"2235704","","1009","Calcium, Ca"
"2235705","","1009","Copper, Cu"
"2235706","","1009","Iron, Fe"
"2235707","","1009","Magnesium, Mg"
"2235708","","1009","Manganese, Mn"
"2235709","","1009","Phosphorus, P"
"2235710","","1009","Potassium, K"
"2235711","","1009","Sodium, Na"
"2235712","","1009","Zinc, Zn"
"2237669","","1169","Selenium, Se"
"2237670","","1060","Sucrose"
"2237671","","1060","Lactose"
"2237672","","1060","Galactose"
"2237673","","1060","Glucose (dextrose)"
"2237674","","1060","Fructose"
"2237675","","1060","Maltose"
"2237676","","1016","Vitamin B-6"
"2237677","","1112","Starch"
"2237678","","1008","Fiber, total dietary"
"2237679","","1042","18:3 n-3 c,c,c (ALA)"
"2237680","","1042","18:2 CLAs"
"2237681","","1042","18:4"
"2237682","","1042","20:2 n-6 c,c"
"2237683","","1042","22:0"
"2237684","","1042","20:3 n-6"
"2237685","","1042","22:1 t"
"2237686","","1042","22:1 c"
"2237687","","1042","20:3 n-3"
"2237688","","1042","20:4 undifferentiated"
"2237689","","1042","4:0"
"2237690","","1042","6:0"
"2237691","","1042","8:0"
"2237692","","1042","10:0"
"2237693","","1042","11:0"
"2237694","","1042","12:0"
"2237695","","1042","14:0"
"2237696","","1042","17:0"
"2237697","","1042","17:1"
"2237698","","1042","18:0"
"2237699","","1042","18:1 t"
"2237700","","1042","18:1 c"
"2237701","","1042","18:2 t not further defined"
"2237702","","1042","18:2 n-6 c,c"
"2237703","","1042","20:0"
"2237704","","1042","18:3 n-6 c,c,c"
"2237705","","1042","20:1"
"2237706","","1042","22:2"
"2237707","","1042","24:0"
"2237708","","1042","20:5 n-3 (EPA)"
"2237709","","1042","24:1 c"
"2237710","","1042","22:4"
"2237711","","1042","22:5 n-3 (DPA)"
"2237712","","1042","22:6 n-3 (DHA)"
"2237713","","1042","15:0"
"2237714","","1042","15:1"
"2237715","","1042","16:0"
"2237716","","1042","16:1 t"
"2237717","","1042","16:1 c"
"2237718","","1037","Pantothenic acid"
"2237719","","1169","Selenium, Se"
"2237720","","1060","Fructose"
"2237721","","1060","Sucrose"
"2237722","","1060","Lactose"
"2237723","","1060","Galactose"
"2237724","","1060","Maltose"
"2237725","","1060","Glucose (dextrose)"
"2237726","","1016","Vitamin B-6"
"2237727","","1112","Starch"
"2237728","","1008","Fiber, total dietary"
"2237729","","1042","4:0"
"2237730","","1042","6:0"
"2237731","","1042","8:0"
"2237732","","1042","10:0"
"2237733","","1042","11:0"
"2237734","","1042","12:0"
"2237735","","1042","14:0"
"2237736","","1042","15:0"
"2237737","","1042","15:1"
"2237738","","1042","16:0"
"2237739","","1042","16:1 t"
"2237740","","1042","16:1 c"
"2237741","","1042","17:0"
"2237742","","1042","17:1"
"2237743","","1042","18:0"
"2237744","","1042","18:1 t"
"2237745","","1042","18:1 c"
"2237746","","1042","18:2 t not further defined"
"2237747","","1042","18:2 n-6 c,c"
"2237748","","1042","20:0"
"2237749","","1042","18:3 n-6 c,c,c"
"2237750","","1042","20:1"
"2237751","","1042","18:3 n-3 c,c,c (ALA)"
"2237752","","1042","18:2 CLAs"
"2237753","","1042","18:4"
"2237754","","1042","20:2 n-6 c,c"
"2237755","","1042","22:0"
"2237756","","1042","20:3 n-6"
"2237757","","1042","22:1 t"
"2237758","","1042","22:1 c"
"2237759","","1042","20:3 n-3"
"2237760","","1042","20:4 undifferentiated"
"2237761","","1042","22:2"
"2237762","","1042","24:0"
"2237763","","1042","20:5 n-3 (EPA)"
"2237764","","1042","24:1 c"
"2237765","","1042","22:4"
"2237766","","1042","22:5 n-3 (DPA)"
"2237767","","1042","22:6 n-3 (DHA)"
"2237768","","1037","Pantothenic acid"
"2237769","","1169","Selenium, Se"
"2237770","","1060","Sucrose"
"2237771","","1060","Lactose"
"2237772","","1060","Galactose"
"2237773","","1060","Maltose"
"2237774","","1060","Glucose (dextrose)"
"2237775","","1060","Fructose"
"2237776","","1016","Vitamin B-6"
"2237777","","1112","Starch"
"2237778","","1008","Fiber, total dietary"
"2237779","","1042","4:0"
"2237780","","1042","6:0"
"2237781","","1042","8:0"
"2237782","","1042","10:0"
"2237783","","1042","11:0"
"2237784","","1042","12:0"
"2237785","","1042","14:0"
"2237786","","1042","15:0"
"2237787","","1042","15:1"
"2237788","","1042","16:0"
"2237789","","1042","16:1 t"
"2237790","","1042","16:1 c"
"2237791","","1042","17:0"
"2237792","","1042","17:1"
"2237793","","1042","18:0"
"2237794","","1042","18:1 t"
"2237795","","1042","18:1 c"
"2237796","","1042","18:2 t not further defined"
"2237797","","1042","18:2 n-6 c,c"
"2237798","","1042","20:0"
"2237799","","1042","18:3 n-6 c,c,c"
"2237800","","1042","20:1"
"2237801","","1042","18:3 n-3 c,c,c (ALA)"
"2237802","","1042","18:2 CLAs"
"2237803","","1042","18:4"
"2237804","","1042","20:2 n-6 c,c"
"2237805","","1042","22:0"
"2237806","","1042","20:3 n-6"
"2237807","","1042","22:1 t"
"2237808","","1042","22:1 c"
"2237809","","1042","20:3 n-3"
"2237810","","1042","20:4 undifferentiated"
"2237811","","1042","22:2"
"2237812","","1042","24:0"
"2237813","","1042","20:5 n-3 (EPA)"
"2237814","","1042","24:1 c"
"2237815","","1042","22:4"
"2237816","","1042","22:5 n-3 (DPA)"
"2237817","","1042","22:6 n-3 (DHA)"
"2237818","","1037","Pantothenic acid"
"2237819","","1169","Selenium, Se"
"2237820","","1060","Fructose"
"2237821","","1060","Sucrose"
"2237822","","1060","Lactose"
"2237823","","1060","Galactose"
"2237824","","1060","Maltose"
"2237825","","1060","Glucose (dextrose)"
"2237826","","1016","Vitamin B-6"
"2237827","","1112","Starch"
"2237828","","1008","Fiber, total dietary"
"2237829","","1042","4:0"
"2237830","","1042","6:0"
"2237831","","1042","8:0"
"2237832","","1042","10:0"
"2237833","","1042","11:0"
"2237834","","1042","12:0"
"2237835","","1042","14:0"
"2237836","","1042","15:0"
"2237837","","1042","15:1"
"2237838","","1042","16:0"
"2237839","","1042","16:1 t"
"2237840","","1042","16:1 c"
"2237841","","1042","17:0"
"2237842","","1042","17:1"
"2237843","","1042","18:0"
"2237844","","1042","18:1 t"
"2237845","","1042","18:1 c"
"2237846","","1042","18:2 t not further defined"
"2237847","","1042","18:2 n-6 c,c"
"2237848","","1042","20:0"
"2237849","","1042","18:3 n-6 c,c,c"
"2237850","","1042","20:1"
"2237851","","1042","18:3 n-3 c,c,c (ALA)"
"2237852","","1042","18:2 CLAs"
"2237853","","1042","18:4"
"2237854","","1042","20:2 n-6 c,c"
"2237855","","1042","22:0"
"2237856","","1042","20:3 n-6"
"2237857","","1042","22:1 t"
"2237858","","1042","22:1 c"
"2237859","","1042","20:3 n-3"
"2237860","","1042","20:4 undifferentiated"
"2237861","","1042","22:2"
"2237862","","1042","24:0"
"2237863","","1042","20:5 n-3 (EPA)"
"2237864","","1042","24:1 c"
"2237865","","1042","22:4"
"2237866","","1042","22:5 n-3 (DPA)"
"2237867","","1042","22:6 n-3 (DHA)"
"2237868","","1037","Pantothenic acid"
"2237869","","1169","Selenium, Se"
"2237870","","1060","Sucrose"
"2237871","","1060","Lactose"
"2237872","","1060","Galactose"
"2237873","","1060","Glucose (dextrose)"
"2237874","","1060","Maltose"
"2237875","","1060","Fructose"
"2237876","","1016","Vitamin B-6"
"2237877","","1112","Starch"
"2237878","","1008","Fiber, total dietary"
"2237879","","1042","4:0"
"2237880","","1042","6:0"
"2237881","","1042","8:0"
"2237882","","1042","10:0"
"2237883","","1042","11:0"
"2237884","","1042","12:0"
"2237885","","1042","14:0"
"2237886","","1042","15:0"
"2237887","","1042","15:1"
"2237888","","1042","16:0"
"2237889","","1042","16:1 t"
"2237890","","1042","16:1 c"
"2237891","","1042","17:0"
"2237892","","1042","17:1"
"2237893","","1042","18:0"
"2237894","","1042","18:1 t"
"2237895","","1042","18:1 c"
"2237896","","1042","18:2 t not further defined"
"2237897","","1042","18:2 n-6 c,c"
"2237898","","1042","20:0"
"2237899","","1042","18:3 n-6 c,c,c"
"2237900","","1042","20:1"
"2237901","","1042","18:3 n-3 c,c,c (ALA)"
"2237902","","1042","18:2 CLAs"
"2237903","","1042","18:4"
"2237904","","1042","20:2 n-6 c,c"
"2237905","","1042","22:0"
"2237906","","1042","20:3 n-6"
"2237907","","1042","22:1 t"
"2237908","","1042","22:1 c"
"2237909","","1042","20:3 n-3"
"2237910","","1042","20:4 undifferentiated"
"2237911","","1042","22:2"
"2237912","","1042","24:0"
"2237913","","1042","20:5 n-3 (EPA)"
"2237914","","1042","24:1 c"
"2237915","","1042","22:4"
"2237916","","1042","22:5 n-3 (DPA)"
"2237917","","1042","22:6 n-3 (DHA)"
"2237918","","1037","Pantothenic acid"
"2237919","","1169","Selenium, Se"
"2237920","","1060","Sucrose"
"2237921","","1060","Lactose"
"2237922","","1060","Galactose"
"2237923","","1060","Glucose (dextrose)"
"2237924","","1060","Maltose"
"2237925","","1060","Fructose"
"2237926","","1016","Vitamin B-6"
"2237927","","1112","Starch"
"2237928","","1008","Fiber, total dietary"
"2237929","","1042","4:0"
"2237930","","1042","6:0"
"2237931","","1042","8:0"
"2237932","","1042","10:0"
"2237933","","1042","11:0"
"2237934","","1042","12:0"
"2237935","","1042","14:0"
"2237936","","1042","15:0"
"2237937","","1042","15:1"
"2237938","","1042","16:0"
"2237939","","1042","16:1 t"
"2237940","","1042","16:1 c"
"2237941","","1042","17:0"
"2237942","","1042","17:1"
"2237943","","1042","18:0"
"2237944","","1042","18:1 t"
"2237945","","1042","18:1 c"
"2237946","","1042","18:2 t not further defined"
"2237947","","1042","18:2 n-6 c,c"
"2237948","","1042","20:0"
"2237949","","1042","18:3 n-6 c,c,c"
"2237950","","1042","20:1"
"2237951","","1042","18:3 n-3 c,c,c (ALA)"
"2237952","","1042","18:2 CLAs"
"2237953","","1042","18:4"
"2237954","","1042","20:2 n-6 c,c"
"2237955","","1042","22:0"
"2237956","","1042","20:3 n-6"
"2237957","","1042","22:1 t"
"2237958","","1042","22:1 c"
"2237959","","1042","20:3 n-3"
"2237960","","1042","20:4 undifferentiated"
"2237961","","1042","22:2"
"2237962","","1042","24:0"
"2237963","","1042","20:5 n-3 (EPA)"
"2237964","","1042","24:1 c"
"2237965","","1042","22:4"
"2237966","","1042","22:5 n-3 (DPA)"
"2237967","","1042","22:6 n-3 (DHA)"
"2237968","","1037","Pantothenic acid"
"2237969","","1009","Iron, Fe"
"2237970","","1009","Magnesium, Mg"
"2237971","","1009","Phosphorus, P"
"2237972","","1009","Potassium, K"
"2237973","","1009","Calcium, Ca"
"2237974","","1009","Sodium, Na"
"2237975","","1009","Copper, Cu"
"2237976","","1009","Manganese, Mn"
"2237977","","1009","Zinc, Zn"
"2237978","","1014","Niacin"
"2237979","","1053","Total lipid (fat)"
"2237980","","1058","Water"
"2237981","","1001","Nitrogen"
"2237982","","1004","Ash"
"2237983","","1035","Riboflavin"
"2237984","","1034","Thiamin"
"2237985","","1009","Iron, Fe"
"2237986","","1009","Calcium, Ca"
"2237987","","1009","Phosphorus, P"
"2237988","","1009","Potassium, K"
"2237989","","1009","Sodium, Na"
"2237990","","1009","Magnesium, Mg"
"2237991","","1009","Copper, Cu"
"2237992","","1009","Manganese, Mn"
"2237993","","1009","Zinc, Zn"
"2237994","","1014","Niacin"
"2237995","","1058","Water"
"2237996","","1001","Nitrogen"
"2237997","","1004","Ash"
"2237998","","1053","Total lipid (fat)"
"2237999","","1035","Riboflavin"
"2238000","","1034","Thiamin"
"2238001","","1009","Iron, Fe"
"2238002","","1009","Calcium, Ca"
"2238003","","1009","Potassium, K"
"2238004","","1009","Phosphorus, P"
"2238005","","1009","Magnesium, Mg"
"2238006","","1009","Sodium, Na"
"2238007","","1009","Copper, Cu"
"2238008","","1009","Manganese, Mn"
"2238009","","1009","Zinc, Zn"
"2238010","","1014","Niacin"
"2238011","","1058","Water"
"2238012","","1001","Nitrogen"
"2238013","","1004","Ash"
"2238014","","1053","Total lipid (fat)"
"2238015","","1035","Riboflavin"
"2238016","","1034","Thiamin"
"2238017","","1009","Iron, Fe"
"2238018","","1009","Magnesium, Mg"
"2238019","","1009","Phosphorus, P"
"2238020","","1009","Potassium, K"
"2238021","","1009","Calcium, Ca"
"2238022","","1009","Sodium, Na"
"2238023","","1009","Copper, Cu"
"2238024","","1009","Manganese, Mn"
"2238025","","1009","Zinc, Zn"
"2238026","","1014","Niacin"
"2238027","","1053","Total lipid (fat)"
"2238028","","1058","Water"
"2238029","","1001","Nitrogen"
"2238030","","1004","Ash"
"2238031","","1035","Riboflavin"
"2238032","","1034","Thiamin"
"2238033","","1009","Magnesium, Mg"
"2238034","","1009","Phosphorus, P"
"2238035","","1009","Potassium, K"
"2238036","","1009","Calcium, Ca"
"2238037","","1009","Sodium, Na"
"2238038","","1009","Copper, Cu"
"2238039","","1009","Manganese, Mn"
"2238040","","1009","Zinc, Zn"
"2238041","","1009","Iron, Fe"
"2238042","","1014","Niacin"
"2238043","","1058","Water"
"2238044","","1001","Nitrogen"
"2238045","","1004","Ash"
"2238046","","1053","Total lipid (fat)"
"2238047","","1035","Riboflavin"
"2238048","","1034","Thiamin"
"2238049","","1009","Phosphorus, P"
"2238050","","1009","Potassium, K"
"2238051","","1009","Calcium, Ca"
"2238052","","1009","Magnesium, Mg"
"2238053","","1009","Sodium, Na"
"2238054","","1009","Copper, Cu"
"2238055","","1009","Manganese, Mn"
"2238056","","1009","Zinc, Zn"
"2238057","","1009","Iron, Fe"
"2238058","","1014","Niacin"
"2238059","","1053","Total lipid (fat)"
"2238060","","1058","Water"
"2238061","","1001","Nitrogen"
"2238062","","1004","Ash"
"2238063","","1035","Riboflavin"
"2238064","","1034","Thiamin"
"2238065","","1009","Phosphorus, P"
"2238066","","1009","Potassium, K"
"2238067","","1009","Calcium, Ca"
"2238068","","1009","Magnesium, Mg"
"2238069","","1009","Sodium, Na"
"2238070","","1009","Copper, Cu"
"2238071","","1009","Manganese, Mn"
"2238072","","1009","Zinc, Zn"
"2238073","","1009","Iron, Fe"
"2238074","","1014","Niacin"
"2238075","","1053","Total lipid (fat)"
"2238076","","1058","Water"
"2238077","","1001","Nitrogen"
"2238078","","1004","Ash"
"2238079","","1035","Riboflavin"
"2238080","","1034","Thiamin"
"2238081","","1009","Calcium, Ca"
"2238082","","1009","Phosphorus, P"
"2238083","","1009","Potassium, K"
"2238084","","1009","Magnesium, Mg"
"2238085","","1009","Sodium, Na"
"2238086","","1009","Copper, Cu"
"2238087","","1009","Manganese, Mn"
"2238088","","1009","Zinc, Zn"
"2238089","","1009","Iron, Fe"
"2238090","","1014","Niacin"
"2238091","","1053","Total lipid (fat)"
"2238092","","1058","Water"
"2238093","","1001","Nitrogen"
"2238094","","1004","Ash"
"2238095","","1035","Riboflavin"
"2238096","","1034","Thiamin"
"2238097","","1009","Calcium, Ca"
"2238098","","1009","Phosphorus, P"
"2238099","","1009","Potassium, K"
"2238100","","1009","Sodium, Na"
"2238101","","1009","Magnesium, Mg"
"2238102","","1009","Copper, Cu"
"2238103","","1009","Manganese, Mn"
"2238104","","1009","Zinc, Zn"
"2238105","","1009","Iron, Fe"
"2238106","","1014","Niacin"
"2238107","","1053","Total lipid (fat)"
"2238108","","1058","Water"
"2238109","","1001","Nitrogen"
"2238110","","1004","Ash"
"2238111","","1035","Riboflavin"
"2238112","","1034","Thiamin"
"2238113","","1009","Magnesium, Mg"
"2238114","","1009","Phosphorus, P"
"2238115","","1009","Potassium, K"
"2238116","","1009","Calcium, Ca"
"2238117","","1009","Sodium, Na"
"2238118","","1009","Copper, Cu"
"2238119","","1009","Manganese, Mn"
"2238120","","1009","Zinc, Zn"
"2238121","","1009","Iron, Fe"
"2238122","","1014","Niacin"
"2238123","","1053","Total lipid (fat)"
"2238124","","1058","Water"
"2238125","","1001","Nitrogen"
"2238126","","1004","Ash"
"2238127","","1035","Riboflavin"
"2238128","","1034","Thiamin"
"2238129","","1035","Riboflavin"
"2238130","","1034","Thiamin"
"2238131","","1009","Magnesium, Mg"
"2238132","","1009","Potassium, K"
"2238133","","1009","Phosphorus, P"
"2238134","","1009","Calcium, Ca"
"2238135","","1009","Sodium, Na"
"2238136","","1009","Copper, Cu"
"2238137","","1009","Manganese, Mn"
"2238138","","1009","Zinc, Zn"
"2238139","","1009","Iron, Fe"
"2238140","","1014","Niacin"
"2238141","","1053","Total lipid (fat)"
"2238142","","1058","Water"
"2238143","","1001","Nitrogen"
"2238144","","1004","Ash"
"2238145","","1009","Phosphorus, P"
"2238146","","1009","Potassium, K"
"2238147","","1009","Calcium, Ca"
"2238148","","1009","Magnesium, Mg"
"2238149","","1009","Sodium, Na"
"2238150","","1009","Copper, Cu"
"2238151","","1009","Manganese, Mn"
"2238152","","1009","Zinc, Zn"
"2238153","","1009","Iron, Fe"
"2238154","","1014","Niacin"
"2238155","","1169","Selenium, Se"
"2238156","","1060","Maltose"
"2238157","","1060","Sucrose"
"2238158","","1060","Galactose"
"2238159","","1060","Lactose"
"2238160","","1060","Glucose (dextrose)"
"2238161","","1060","Fructose"
"2238162","","1016","Vitamin B-6"
"2238163","","1112","Starch"
"2238164","","1008","Fiber, total dietary"
"2238165","","1042","12:0"
"2238166","","1042","14:0"
"2238167","","1042","15:0"
"2238168","","1042","15:1"
"2238169","","1042","16:0"
